,ID,name,coordinates
0,1,12TH AVE SQUARE PARK,"[[-122.31624801821793, 47.6071438821052], [-122.3163777352491, 47.60714442063554], [-122.31650745478869, 47.607144953587714], [-122.31661802335965, 47.60714540679729], [-122.31661800427534, 47.60720633903911], [-122.31661793648927, 47.60736468555843], [-122.31650583901221, 47.60736423248121], [-122.31637611785263, 47.607363708537235], [-122.31624639807674, 47.60736318622661], [-122.31624801821793, 47.6071438821052]]"
1,2,6TH AVENUE NW POCKET PARK,"[[-122.36345270979119, 47.68436691648906], [-122.36345224516559, 47.6840845415001], [-122.36355368956563, 47.684084314554376], [-122.36365512190018, 47.684084084981585], [-122.36375655298153, 47.68408385803414], [-122.363807300509, 47.684083744996585], [-122.36380763369392, 47.684366205439424], [-122.36375688601133, 47.68436623211268], [-122.36365550239945, 47.68436646111435], [-122.36355411338036, 47.6843666873996], [-122.36345270979119, 47.68436691648906]]"
2,3,A. B. ERNST PARK,"[[-122.34865418546504, 47.65023051082457], [-122.34876034951839, 47.64990861181926], [-122.34899789715998, 47.64994431707163], [-122.34911667110308, 47.64996216951199], [-122.34914046921938, 47.6499657462456], [-122.34903421970478, 47.6502876971501], [-122.349010391908, 47.650284111791365], [-122.34889165549315, 47.650266246137065], [-122.34877292174289, 47.65024837762575], [-122.34865418546504, 47.65023051082457]]"
3,4,ALBERT DAVIS PARK,"[[-122.29840793501657, 47.72061429124424], [-122.29783743258136, 47.72061065093401], [-122.2978365060968, 47.72052377713775], [-122.29783493817278, 47.72036013554483], [-122.29783301713849, 47.72020198242389], [-122.29784134733964, 47.720202059854394], [-122.29835545153651, 47.7202052282304], [-122.29836359561394, 47.72020527652818], [-122.29836353823251, 47.720200218835465], [-122.29836202228232, 47.72004159630529], [-122.29836184705051, 47.72002366780327], [-122.29836161009803, 47.71999854332382], [-122.2985241119523, 47.71999783988181], [-122.29852295775787, 47.71987888939406], [-122.29866656288303, 47.71987971677489], [-122.2986649899519, 47.719715989756985], [-122.29897080729022, 47.7197178006303], [-122.29897222645062, 47.719876045692935], [-122.29897380035523, 47.72003977270519], [-122.29897537668113, 47.72020358514664], [-122.29897659763054, 47.72037280153209], [-122.29897795921603, 47.72053651507647], [-122.29840716222945, 47.72053289850496], [-122.29840793501657, 47.72061429124424]]"
4,5,CARKEEK PARK,"[[-122.37150393667716, 47.71239672710948], [-122.37146482732918, 47.71239656923994], [-122.37146476782827, 47.71239973578202], [-122.37148057454944, 47.71280456353861], [-122.37145711198573, 47.71280794415629], [-122.37161497370818, 47.71365873504745], [-122.37177405264764, 47.714520381154244], [-122.37186596775105, 47.71501716141771], [-122.37187157680253, 47.71512076886193], [-122.37185202279666, 47.715223667803755], [-122.37180713763671, 47.71532293405448], [-122.37169949157024, 47.71550196027158], [-122.37158726540076, 47.71550137651584], [-122.37159433710349, 47.715684391981505], [-122.37148017320216, 47.71587829824185], [-122.37148372427414, 47.71596717529987], [-122.37071570546517, 47.715963509495424], [-122.37071706203935, 47.715700723242065], [-122.37090985446676, 47.715433980035776], [-122.37088458620326, 47.7152176282893], [-122.37037665402849, 47.71467724940511], [-122.37033664594283, 47.71467069889669], [-122.36962546053354, 47.7145538451276], [-122.36954405034757, 47.71419639057802], [-122.36959880630398, 47.714178117540676], [-122.3702118975956, 47.714079662424055], [-122.37041614288893, 47.71404523010405], [-122.37007604694625, 47.71350713478077], [-122.36990397354819, 47.713659910630625], [-122.3695117839766, 47.713998708994104], [-122.36947290397785, 47.71400634427917], [-122.36941159764865, 47.71392542424227], [-122.36932494460054, 47.71393976738962], [-122.3684873833022, 47.71407843663291], [-122.36811688095989, 47.714186569752115], [-122.36775763290039, 47.714291905324856], [-122.36771440611646, 47.71430713905411], [-122.36746948855756, 47.7143931937593], [-122.36741972439626, 47.71441067710667], [-122.36737376112764, 47.714413874726795], [-122.36708027343327, 47.714434264453104], [-122.3670636722269, 47.713611125770456], [-122.36721255664723, 47.713536761636334], [-122.36816859001193, 47.713057689408735], [-122.36823201047491, 47.71303841245713], [-122.36826521961751, 47.71302794008863], [-122.36829738052775, 47.71301636810245], [-122.36832849317753, 47.7130036956002], [-122.36835907029901, 47.71299008750552], [-122.36838911696793, 47.71297571557637], [-122.3684181255541, 47.71296058754773], [-122.36844557566835, 47.71294427951264], [-122.36847198767254, 47.71292721448061], [-122.36849788695308, 47.71290998541955], [-122.36852275703235, 47.71289225563242], [-122.3685465711574, 47.712873255411566], [-122.36856937259344, 47.71285426792231], [-122.36859164476795, 47.71283460205037], [-122.36861186099839, 47.71281410742795], [-122.36863104417172, 47.71279302667137], [-122.36864868918666, 47.71277145294584], [-122.36866530622422, 47.712749464844954], [-122.36868038760504, 47.712727068306286], [-122.36869443848501, 47.712704171964084], [-122.36870695623692, 47.712680952614306], [-122.36871794344144, 47.71265749748521], [-122.3687279052009, 47.712633713412195], [-122.368736333864, 47.71260960723211], [-122.36874323451093, 47.71258535070295], [-122.36874860964308, 47.71256102835498], [-122.36875245421082, 47.712536469329976], [-122.3687552784202, 47.71251175311985], [-122.36875607202187, 47.71248706425649], [-122.36875534519551, 47.71246248133239], [-122.36875258524081, 47.71243784032587], [-122.36874932016403, 47.71241329158516], [-122.3687460525911, 47.712388658314346], [-122.36870899351949, 47.71228607347254], [-122.36864715309197, 47.71218923261065], [-122.36856157252997, 47.7121009338585], [-122.36845495050825, 47.712023772193724], [-122.36808276836173, 47.71179795405809], [-122.36801501738414, 47.711755574019634], [-122.36768203882892, 47.71155420013786], [-122.3675247647499, 47.7114810721624], [-122.36750447356505, 47.7114716383965], [-122.36680009441926, 47.71114412361092], [-122.36619653999855, 47.7109575982465], [-122.36618219037011, 47.71026406153566], [-122.36617708264141, 47.71001717316408], [-122.36615130055587, 47.70877102608461], [-122.36745369375554, 47.70877527890384], [-122.36755656752744, 47.708775601063046], [-122.36759639348541, 47.70877574699361], [-122.36772679381414, 47.70877617533474], [-122.36823819511181, 47.70877785181361], [-122.36865762395176, 47.708779201142356], [-122.36879881183575, 47.70877969888356], [-122.36889378396907, 47.708780047994466], [-122.36893716454507, 47.70878014467816], [-122.36941028304871, 47.70878165864904], [-122.3696276512014, 47.70878241442968], [-122.3696677730524, 47.70878255924783], [-122.37012231527625, 47.70878405881526], [-122.37060189510521, 47.70878555361038], [-122.37062307076059, 47.70878561891461], [-122.37095249187298, 47.708786727814285], [-122.37120102433087, 47.708787507368825], [-122.37143821351341, 47.708788308080315], [-122.37150218953198, 47.70878849925572], [-122.37175072738873, 47.70878932431935], [-122.37199482073409, 47.70879007748407], [-122.37224113823824, 47.70879095213745], [-122.37248319501097, 47.70879170475988], [-122.37272564256078, 47.70879246508601], [-122.37297423803899, 47.70879329660079], [-122.37321522815006, 47.70879407916765], [-122.37346052790454, 47.70879487857151], [-122.37368449769394, 47.70879562289737], [-122.37392991124229, 47.70879639276561], [-122.3741735731937, 47.70879715429352], [-122.37441785908072, 47.7087979653414], [-122.37466234567562, 47.70879875695931], [-122.37490439521972, 47.708799527930275], [-122.37538782473256, 47.70880109627982], [-122.37596015869683, 47.70880293946978], [-122.3762055519011, 47.70880369032228], [-122.37632591755875, 47.70880411779031], [-122.37644780739352, 47.708804524500394], [-122.37672357938703, 47.708805418995375], [-122.37687288924634, 47.708805796783224], [-122.3777285291664, 47.70880795923884], [-122.37774643345323, 47.70880800456449], [-122.37801909409315, 47.70880869967861], [-122.37830250828836, 47.70880939594541], [-122.37858741869785, 47.70881016118884], [-122.37980718467875, 47.708813242788835], [-122.37993081392257, 47.70881355560901], [-122.37976890032552, 47.70930721738252], [-122.37976584801848, 47.7093195259424], [-122.37968613765095, 47.70984419052535], [-122.37961559040201, 47.710970824385356], [-122.37961179697876, 47.710996925096616], [-122.379608972904, 47.71102146982019], [-122.37960564376112, 47.71104610775686], [-122.37960281970749, 47.711070653379466], [-122.37959949053182, 47.711095290416694], [-122.37959666647261, 47.711119836039074], [-122.37959333474724, 47.71114438764705], [-122.37958565606623, 47.71119350643105], [-122.37958181414993, 47.71121797949458], [-122.3795774671359, 47.711242544871816], [-122.37957260996308, 47.71126703260397], [-122.37956775021529, 47.71129143400771], [-122.37955701542884, 47.7113402505841], [-122.37954526534394, 47.7113890809288], [-122.3795393877497, 47.71141341067174], [-122.37953299994008, 47.71143766097077], [-122.37952661469477, 47.711461997597674], [-122.37951971925995, 47.7114862556798], [-122.37950592323044, 47.71153459918641], [-122.37949851759201, 47.7115587787228], [-122.37949060173557, 47.711582878814994], [-122.37948319351293, 47.71160697202212], [-122.37947477000048, 47.71163107899763], [-122.37946685412193, 47.71165517908805], [-122.37945842548052, 47.71167911430514], [-122.3794494917593, 47.71170314273407], [-122.3794415615533, 47.71172438943709], [-122.37944055548647, 47.7117270857333], [-122.37943161663519, 47.71175094240362], [-122.37941272364867, 47.71179867040961], [-122.37940276694229, 47.711822455416936], [-122.37938284838883, 47.71186985367168], [-122.37937238146787, 47.711893560131294], [-122.37936191199402, 47.71191718116098], [-122.3793509348394, 47.71194080817432], [-122.37934852160444, 47.71194598130011], [-122.37933995513148, 47.71196434975757], [-122.37932897289726, 47.71198780681008], [-122.37931748298114, 47.712011269845966], [-122.37929347762703, 47.712057867066314], [-122.37928147237729, 47.712081079795965], [-122.37926844928144, 47.71210422086239], [-122.37925593382037, 47.712127355043876], [-122.37924291070155, 47.71215049610734], [-122.37920383364649, 47.71221966300174], [-122.3791797400601, 47.71226334753783], [-122.37912733620868, 47.712345462436375], [-122.3791260984673, 47.71234740709333], [-122.37907978941476, 47.71242014180957], [-122.37900681567447, 47.71254486511985], [-122.37896232827613, 47.712613205655906], [-122.37891592673682, 47.712680922599596], [-122.37886748889044, 47.71274798701766], [-122.37881703522004, 47.712814370741775], [-122.37876438559614, 47.71288002313349], [-122.37869765398564, 47.7129585617402], [-122.37862936676068, 47.71303634412197], [-122.37855904477729, 47.71311339476214], [-122.37848716837942, 47.71318977461818], [-122.37822679795909, 47.71345131074656], [-122.37812026222396, 47.713557636771114], [-122.37801527198756, 47.71366471362033], [-122.37791210743846, 47.713772505116616], [-122.37781043171456, 47.71388102392477], [-122.37771086425595, 47.71399030124125], [-122.37761279775644, 47.71410026523174], [-122.37751311634857, 47.71421546606977], [-122.37741550083571, 47.714331524956314], [-122.37731947418249, 47.7144482234532], [-122.37722540499043, 47.71456562944198], [-122.37713360971038, 47.71468380521427], [-122.37704361579425, 47.714802638424636], [-122.37698386084718, 47.71488003523982], [-122.37692560911492, 47.71495782729176], [-122.3768681051854, 47.715035938446555], [-122.37668005391406, 47.71530402059182], [-122.37639129930017, 47.715704924155936], [-122.37616954582113, 47.71607038682547], [-122.37412298881657, 47.71606138675803], [-122.3741220720347, 47.715979138462025], [-122.3741188242458, 47.71566427703905], [-122.37411740241585, 47.71551365592071], [-122.37411583422934, 47.71517116264456], [-122.3741113061348, 47.71482891717262], [-122.37410757618166, 47.71455449809138], [-122.37410397395216, 47.7142908069751], [-122.37410154267805, 47.71408904384469], [-122.37409853595032, 47.71387938628047], [-122.37409544568821, 47.71366102697827], [-122.37409513505331, 47.71363344001794], [-122.37409097180864, 47.71331457955211], [-122.37408880140492, 47.71281951445698], [-122.37408111196598, 47.71240475690452], [-122.37367240435064, 47.71240348649333], [-122.3732619891327, 47.712402210693504], [-122.37285075673833, 47.71240093005745], [-122.37255813036967, 47.712400018686985], [-122.3722533103927, 47.71239906784345], [-122.37150393667716, 47.71239672710948]]"
5,6,HOMER HARRIS PARK,"[[-122.30075080387243, 47.61722546662679], [-122.3007536319161, 47.61706086175004], [-122.3012400754541, 47.617063537525574], [-122.30123725250117, 47.61722826831272], [-122.30123583591241, 47.61731075926611], [-122.30123442421036, 47.61739299916771], [-122.30123159720632, 47.61755772910558], [-122.30096920417282, 47.617556089911446], [-122.30074514675646, 47.617554688985194], [-122.30074797463303, 47.617390076915676], [-122.30074938843386, 47.61730783700295], [-122.30075080387243, 47.61722546662679]]"
6,7,ALKI BEACH PARK,"[[-122.40845746452455, 47.58301194193381], [-122.40799067149806, 47.58251900674537], [-122.40773582654903, 47.58225004294308], [-122.40593017753167, 47.58303282092464], [-122.40372891506308, 47.58398675642192], [-122.40253586075411, 47.58492802740948], [-122.40124873517023, 47.5859433320887], [-122.40119034693706, 47.58598959502115], [-122.40092608390603, 47.58619794986001], [-122.4006623225489, 47.58640625395978], [-122.4003980552629, 47.58661460667138], [-122.40020456066631, 47.58676735769356], [-122.40013378458973, 47.586822916503586], [-122.3999224682972, 47.58698962279989], [-122.39964929851239, 47.58720538056479], [-122.39885943373676, 47.58782807690562], [-122.39859664684525, 47.58803563477456], [-122.39807005520254, 47.58845076170618], [-122.39780726332322, 47.588658316832046], [-122.39754396163649, 47.58886583605019], [-122.39728065781824, 47.5890733978406], [-122.39717524649764, 47.589156808291285], [-122.39706932328797, 47.58924005564843], [-122.39680553365345, 47.589448436224245], [-122.39654174453271, 47.5896568593335], [-122.39633487204061, 47.58982041276075], [-122.39628670700377, 47.58986996013219], [-122.3958414945579, 47.59033048734384], [-122.39561888731434, 47.590560792550654], [-122.39547933160408, 47.59070538226549], [-122.39384237548633, 47.5923985770179], [-122.3936148295731, 47.59263374529142], [-122.39339366942816, 47.59286231313444], [-122.39317104694278, 47.59309282756384], [-122.39294447713675, 47.59332695275715], [-122.39272430352415, 47.593554819277635], [-122.39250068524429, 47.59378611783823], [-122.39241429198535, 47.59387911831237], [-122.39232739189833, 47.59397212476315], [-122.39202612930629, 47.59428421994132], [-122.39197009836221, 47.59434210019395], [-122.39160738978401, 47.594717546341364], [-122.39149975616628, 47.59482895992265], [-122.39123091950913, 47.59510736136784], [-122.39096255439364, 47.595384727412714], [-122.39025184747487, 47.59612028677376], [-122.39001494241249, 47.59636551449761], [-122.38992008334311, 47.596463770139316], [-122.38914412763818, 47.595746456880896], [-122.38903832529707, 47.595834663345876], [-122.3886106615215, 47.59619098022753], [-122.38856072183276, 47.596232450915686], [-122.38796663613144, 47.59629339815056], [-122.38733213263832, 47.59635840923074], [-122.38671177420726, 47.596422022601836], [-122.3860969718969, 47.59648508532788], [-122.38596714053614, 47.59649838338186], [-122.38542508225294, 47.596553980392045], [-122.38516087284498, 47.596581064152296], [-122.3848138520239, 47.59641399082164], [-122.38418458731688, 47.59611079192629], [-122.38401802299481, 47.59603067272098], [-122.38385145789958, 47.59595051010745], [-122.38358258069294, 47.59582084292101], [-122.38345367035099, 47.595507735402435], [-122.3833657581661, 47.595295139598356], [-122.3832805348051, 47.5950877338896], [-122.38313522925975, 47.594734404344564], [-122.38309282090232, 47.59473960976761], [-122.38305323600862, 47.59473753477001], [-122.38301762411709, 47.5947327508554], [-122.38296585419454, 47.594712847633936], [-122.38292176592252, 47.594695710432944], [-122.38288528196101, 47.59466163234591], [-122.38285235246238, 47.59462780540261], [-122.38283341723023, 47.5946044986969], [-122.3828109024462, 47.59456307472706], [-122.38279680531923, 47.5945320760371], [-122.38280054274802, 47.59450443289254], [-122.38281547799407, 47.59447848053676], [-122.38284299406004, 47.5944496138647], [-122.38288744417241, 47.59441087708158], [-122.38290539662255, 47.594384154020105], [-122.38290799861439, 47.594352414176775], [-122.3829103133939, 47.59432804703095], [-122.3828975419624, 47.59429051794703], [-122.3828817290009, 47.59425294393098], [-122.38286543382064, 47.59421619153729], [-122.38283796641774, 47.59417860534578], [-122.38282001757612, 47.594154385583735], [-122.38279753580585, 47.594131084902266], [-122.38342153370752, 47.59399660150622], [-122.38345979340873, 47.59406297946203], [-122.38354351599074, 47.594186001345086], [-122.38364662750213, 47.594313472030684], [-122.38375649877821, 47.59442975458273], [-122.38387631423952, 47.594539645530006], [-122.38400660339167, 47.59464390949711], [-122.3841437518358, 47.5947402819017], [-122.38430219947399, 47.59483717879947], [-122.38445975568091, 47.59492119068666], [-122.38462520201114, 47.59499789690157], [-122.38480397337683, 47.59506263881868], [-122.38498079454183, 47.595129891813535], [-122.38516785179664, 47.59518359515909], [-122.38536023068524, 47.595228827639836], [-122.3855523238144, 47.5952644665496], [-122.38574720467506, 47.595291584573495], [-122.38587833163464, 47.59530483303819], [-122.38601035669801, 47.59531421332081], [-122.38615392797884, 47.59531996600075], [-122.38635611604985, 47.59532024741773], [-122.3865570201398, 47.59531150661992], [-122.38675916756293, 47.595293493190596], [-122.38695901660302, 47.59526634275713], [-122.38719432734754, 47.59522199801595], [-122.38734375947152, 47.595186452109935], [-122.38749100168732, 47.59514545183631], [-122.38763504991508, 47.595099311396], [-122.38771076467339, 47.595072526969496], [-122.38788653287284, 47.595002645384916], [-122.3880554781084, 47.59492488703419], [-122.3881853097802, 47.594860859605234], [-122.38831664530836, 47.59479625370109], [-122.38897179455296, 47.59447333090313], [-122.38929885968359, 47.59431183228418], [-122.38941720918527, 47.594253658668364], [-122.38962643056995, 47.59415036895903], [-122.38988958648962, 47.59402076279457], [-122.389954975205, 47.59398769124221], [-122.39011147390198, 47.593900589276664], [-122.39025864772415, 47.59380663005982], [-122.3903975031922, 47.5937056730034], [-122.39052553735033, 47.59359869430597], [-122.39064424533552, 47.59348485937746], [-122.39074873013897, 47.59336984713489], [-122.39082794888967, 47.593274076397506], [-122.39090767894653, 47.593178469527565], [-122.39110574819775, 47.59293981249505], [-122.39130724941678, 47.59269742323451], [-122.39150581372063, 47.59245854366313], [-122.39156596426243, 47.592385997324065], [-122.39170486607654, 47.59221905788463], [-122.39190246122861, 47.591981775980635], [-122.39210493848377, 47.59173838674185], [-122.3923044776857, 47.59149842176224], [-122.39250548436257, 47.591256807974936], [-122.39270305041943, 47.59101879718117], [-122.39289426809901, 47.59078875645146], [-122.39299247462638, 47.59070129174852], [-122.39302010882996, 47.59067662032498], [-122.39309030655997, 47.59061824563932], [-122.39334419905131, 47.590400198430515], [-122.39359410454698, 47.59018438959985], [-122.39384451309479, 47.58996857328926], [-122.39459420832424, 47.58932114368156], [-122.39484410216383, 47.58910528893717], [-122.3953438835855, 47.58867366506339], [-122.39549351411817, 47.58854419017059], [-122.39559377253157, 47.588457852733335], [-122.39569352544339, 47.58837156442916], [-122.39579378316562, 47.58828522591611], [-122.396043667053, 47.58806941261478], [-122.39629355146705, 47.587853641010405], [-122.39679331015928, 47.58742200984286], [-122.39704318703001, 47.58720623660791], [-122.39710689242156, 47.58715129157485], [-122.39729355412378, 47.586989985550936], [-122.39750540396786, 47.58680703871644], [-122.39754342688003, 47.58677416803336], [-122.39779329753277, 47.58655839314858], [-122.39829303138585, 47.586126756283164], [-122.39849302284446, 47.585954082449234], [-122.3987433907395, 47.585738255341674], [-122.39949296544063, 47.58509079249189], [-122.3997457874886, 47.58487261633249], [-122.3997202843266, 47.58485004517072], [-122.39981360651299, 47.584769368917804], [-122.4000629556637, 47.58455368232603], [-122.40014688203475, 47.58448067496863], [-122.40046189676649, 47.584208213437705], [-122.40106080685113, 47.58369002161214], [-122.40121041783465, 47.583560881823324], [-122.40146419675477, 47.58334127333747], [-122.40155059441966, 47.5832663470002], [-122.40172636275904, 47.58311430931295], [-122.40183511211845, 47.583024634625296], [-122.4019783164432, 47.58291833273356], [-122.40215713388207, 47.58280031386961], [-122.40234734131585, 47.58269045010181], [-122.40254794145096, 47.58258926792016], [-122.40259840041216, 47.58256577787465], [-122.40384912968612, 47.58199333152388], [-122.40396913752588, 47.58194115932881], [-122.40405364613513, 47.58190455952608], [-122.40521273437435, 47.58140187168892], [-122.40541024367904, 47.58131610882564], [-122.40616778894903, 47.58098763995188], [-122.40624579326568, 47.580953828210944], [-122.40661330651335, 47.58079428864368], [-122.40707382641902, 47.58059464376517], [-122.407126327535, 47.580571852091396], [-122.40804088221293, 47.58017615989584], [-122.4080963895299, 47.58015229786246], [-122.40924546586443, 47.579656090227424], [-122.40932175577974, 47.57963271055327], [-122.40939553851004, 47.57961017973656], [-122.40983489536309, 47.579481810696755], [-122.4100538192715, 47.579417850101635], [-122.41066188739357, 47.57924030932468], [-122.41071209906602, 47.57922564524878], [-122.41132116762105, 47.57904783061367], [-122.41137037271999, 47.57903339432072], [-122.41195382880416, 47.578863042303645], [-122.41202261731752, 47.57884293610354], [-122.41246073162691, 47.57870741925591], [-122.4131408116302, 47.578516397042364], [-122.4132854170097, 47.57847415668728], [-122.41334567080114, 47.57845660984042], [-122.41341298990304, 47.578438193808594], [-122.4134587092725, 47.57842577611316], [-122.41465439647634, 47.578099515226135], [-122.41588577744551, 47.57776481909746], [-122.41589445742815, 47.578067054196886], [-122.41589617963139, 47.57812371397578], [-122.41607985101314, 47.57843353995645], [-122.41634409547922, 47.57887759038168], [-122.41452355935984, 47.57956247256094], [-122.41341484267024, 47.579984780093945], [-122.40845746452455, 47.58301194193381]]"
7,8,ALVIN LARKINS PARK,"[[-122.28869824111375, 47.614541087626435], [-122.28870069782727, 47.61446582283955], [-122.2882946530911, 47.61446484563197], [-122.28829766879797, 47.614355170397026], [-122.28830119122047, 47.61424548958245], [-122.28830503708325, 47.61412924926299], [-122.28871006697929, 47.61413028166024], [-122.28915007359541, 47.614131422909544], [-122.28914730856557, 47.61421376070019], [-122.28914505156044, 47.61429609199132], [-122.28914279068054, 47.61437838015099], [-122.28914002574821, 47.61446067475875], [-122.28913776606099, 47.61454300608324], [-122.28869824111375, 47.614541087626435]]"
